id,State,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,Issue_Year,Month,Month Name,Quarter,Annual_Income_Band,Interest_Rate_Band,DTI_Band,Empt_Lgth_Experience_Group
803608,California,INDIVIDUAL,4 years,Cbp,F,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1009390,Debt consolidation,F3, 60 months,Not Verified,89000,0.1553,324.58,0.2099,12000,30,18774,2021,11,November,4,Upper Middle Income,Very High Interest,Moderate DTI,Mid Career
1015211,Nevada,INDIVIDUAL,7 years,United Healthcare,F,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1242650,Debt consolidation,F3, 60 months,Not Verified,38000,0.1459,257.18,0.2167,9375,40,13626,2021,11,November,4,Middle Income,Very High Interest,Moderate DTI,Experienced
1027372,Nevada,INDIVIDUAL,3 years,Sterling Autobody,A,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1256723,Debt consolidation,A5, 60 months,Source Verified,50400,0.199,265.09,0.089,12800,13,14005,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Early Career
1033437,Florida,INDIVIDUAL,4 years,Zakheim And Lavrar,A,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1263008,Debt consolidation,A5, 60 months,Source Verified,65508,0.0744,173.97,0.089,8400,23,9188,2021,11,November,4,Upper Middle Income,Moderate Interest,Low DTI,Mid Career
1018453,kentucky,INDIVIDUAL,1 year,University Of Kentucky,B,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1246699,Debt consolidation,B4, 60 months,Source Verified,270000,0.0678,786.01,0.1242,35000,26,42431,2021,11,November,4,High Income,High Interest,Low DTI,New Employee
889913,New York,INDIVIDUAL,2 years,Peci,B,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1106410,Debt consolidation,B2, 60 months,Source Verified,50000,0.1538,539.21,0.1065,25000,22,29056,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Early Career
893637,Nevada,INDIVIDUAL,2 years,Wynn Resorts,B,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1110784,Debt consolidation,B3, 60 months,Source Verified,80000,0.0729,773.44,0.1171,35000,15,46018,2021,11,November,4,Upper Middle Income,Moderate Interest,Low DTI,Early Career
867296,Ohio,INDIVIDUAL,3 years,Unknown,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1080906,Debt consolidation,B4, 60 months,Source Verified,170000,0.1104,496.92,0.1149,35000,50,27798,2021,11,November,4,High Income,Moderate Interest,Moderate DTI,Early Career
1047082,Georgia,INDIVIDUAL,3 years,Cabenas Japanesse Auto,B,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1278153,Debt consolidation,B5, 60 months,Source Verified,31200,0.2662,344.57,0.1269,15250,15,18244,2021,11,November,4,Middle Income,High Interest,Very High DTI,Early Career
845396,Massachusetts,INDIVIDUAL,< 1 year,Saint James Irish Pub,B,MORTGAGE,"Monday, November 8, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1056589,Debt consolidation,B5, 60 months,Source Verified,36000,0.227,333.6,0.1199,15000,18,18996,2021,11,November,4,Middle Income,Moderate Interest,High DTI,Long Term Employee
822168,Illonois,INDIVIDUAL,< 1 year,Chicago Transit Authority,C,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1030585,Debt consolidation,C1, 60 months,Source Verified,55000,0.1911,363.97,0.1299,16000,17,20719,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Long Term Employee
876457,Maryland,INDIVIDUAL,< 1 year,Medstar Health,C,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1091130,Debt consolidation,C1, 60 months,Source Verified,95800,0.2168,318.48,0.1299,14000,43,17787,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Long Term Employee
1048727,Utah,INDIVIDUAL,1 year,Kp Sports,C,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1279694,Debt consolidation,C3, 60 months,Source Verified,93000,0.0693,519.35,0.1465,22000,13,27524,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,New Employee
753996,Michigan,INDIVIDUAL,4 years,Eaton County Sheriff Dept.,C,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",953689,Debt consolidation,C1, 60 months,Source Verified,43000,0.1783,202.46,0.1299,8900,17,11891,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Mid Career
1033927,New Jersey,INDIVIDUAL,4 years,Chase Bank,C,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1263512,Debt consolidation,C5, 60 months,Source Verified,85000,0.0827,315.86,0.1596,13000,34,18311,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,Mid Career
1018962,New York,INDIVIDUAL,6 years,Bethlehem Church,C,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1247239,Debt consolidation,C3, 60 months,Source Verified,50000,0.2002,141.64,0.1465,6000,19,7508,2021,11,November,4,Middle Income,High Interest,High DTI,Experienced
1000794,New York,INDIVIDUAL,< 1 year,Jacob  Medinger  And  Finnegan Llp,C,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1226548,Debt consolidation,C2, 60 months,Source Verified,62000,0.2415,220.04,0.1427,9400,24,11855,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Long Term Employee
882577,Virginia,INDIVIDUAL,1 year,Buffalo Bill Historical Center,C,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1097815,Debt consolidation,C5, 60 months,Source Verified,114996,0.0701,242.97,0.1596,10000,32,13333,2021,11,November,4,High Income,High Interest,Low DTI,New Employee
965640,California,INDIVIDUAL,< 1 year,Radnet,C,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1186274,Debt consolidation,C3, 60 months,Source Verified,81996,0.1013,283.28,0.1465,12000,22,15580,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
981456,Georgia,INDIVIDUAL,1 year,Sacred Journey Hospice,D,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1204623,Debt consolidation,D5, 60 months,Source Verified,101000,0.1627,638.25,0.1825,25000,25,34424,2021,11,November,4,High Income,Very High Interest,Moderate DTI,New Employee
1032417,North Carolina,INDIVIDUAL,1 year,Wake Forest Baptist Health,D,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1261854,Debt consolidation,D5, 60 months,Source Verified,157000,0.1084,714.83,0.1825,28000,39,37860,2021,11,November,4,High Income,Very High Interest,Moderate DTI,New Employee
1015630,California,INDIVIDUAL,5 years,American Sleep Centers,D,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1243098,Debt consolidation,D4, 60 months,Source Verified,160000,0.1483,603.98,0.1758,24000,54,32542,2021,11,November,4,High Income,High Interest,Moderate DTI,Mid Career
1047143,Nevada,INDIVIDUAL,6 years,Health Plan Of Nevada,D,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1278219,Debt consolidation,D4, 60 months,Source Verified,42000,0.1029,100.04,0.1758,3975,10,5281,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Experienced
965935,California,INDIVIDUAL,4 years,Jpmorgan Chase,D,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1186784,Debt consolidation,D3, 60 months,Source Verified,95000,0.0536,65,0.1727,2600,14,3570,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,Mid Career
831274,Wyoming,INDIVIDUAL,6 years,Solvay Chemicals,E,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1019524,Debt consolidation,E1, 60 months,Source Verified,85000,0.0151,431.6,0.1799,17000,6,24585,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,Experienced
1045159,Texas,INDIVIDUAL,6 years,Century Golf Partners Mgmt,E,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1275763,Debt consolidation,E3, 60 months,Source Verified,55000,0.1307,471.1,0.1942,18000,34,24942,2021,11,November,4,Middle Income,Very High Interest,Moderate DTI,Experienced
762192,New Jersey,INDIVIDUAL,4 years,Pseg Nuclear,E,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",962700,Debt consolidation,E2, 60 months,Source Verified,80000,0.1047,190.13,0.1839,7425,15,11216,2021,11,November,4,Upper Middle Income,Very High Interest,Moderate DTI,Mid Career
762783,Oklahoma,INDIVIDUAL,4 years,Department Of The Army,F,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",963343,Debt consolidation,F4, 60 months,Source Verified,78000,0.2318,436.11,0.2136,16000,23,25718,2021,11,November,4,Upper Middle Income,Very High Interest,High DTI,Mid Career
842916,Ohio,INDIVIDUAL,9 years,Ostermancron,C,MORTGAGE,"Monday, November 8, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1053620,Debt consolidation,C1, 60 months,Source Verified,45000,0.2459,73.94,0.1299,3250,25,4126,2021,11,November,4,Middle Income,High Interest,High DTI,Experienced
991309,Illonois,INDIVIDUAL,5 years,Matteson School District 162,D,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1215494,Debt consolidation,D2, 60 months,Source Verified,42000,0.1931,309.12,0.1677,12500,30,16635,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Mid Career
758038,Michigan,INDIVIDUAL,6 years,Jon Degraaf Painting,E,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",958152,Debt consolidation,E2, 60 months,Source Verified,26160,0.0867,193.97,0.1839,7575,14,11443,2021,11,November,4,Low Income,Very High Interest,Low DTI,Experienced
869981,North Carolina,INDIVIDUAL,1 year,Reed Lallier,D,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1083884,Debt consolidation,D2, 60 months,Source Verified,80000,0.1074,305.74,0.1599,15000,12,16769,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,New Employee
1022731,Texas,INDIVIDUAL,1 year,Clear Channel Communication,B,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1251722,Debt consolidation,B3, 60 months,Verified,115000,0.1227,662.95,0.1171,30000,29,35112,2021,11,November,4,High Income,Moderate Interest,Moderate DTI,New Employee
859209,Michigan,INDIVIDUAL,1 year,Andrews Federal Credit Union,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1071891,Debt consolidation,B5, 60 months,Verified,93000,0.2044,648.84,0.1199,29175,20,36314,2021,11,November,4,Upper Middle Income,Moderate Interest,High DTI,New Employee
1015928,Florida,INDIVIDUAL,2 years,Lafayette State Bank,B,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1243622,Debt consolidation,B4, 60 months,Verified,61200,0.2243,786.01,0.1242,35000,19,42428,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Early Career
981693,kentucky,INDIVIDUAL,3 years,Sts Mary And Elizabeth Hospital,B,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1204862,Debt consolidation,B2, 60 months,Verified,60000,0.1064,647.05,0.1065,30000,29,35541,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Early Career
743734,Pennysylvania,INDIVIDUAL,3 years,Health America,B,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",942065,Debt consolidation,B3, 60 months,Verified,65000,0.2038,347.8,0.1099,16000,43,20826,2021,11,November,4,Upper Middle Income,Moderate Interest,High DTI,Early Career
986466,Colorado,INDIVIDUAL,3 years,Colorado Natural Meats,B,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1210438,Debt consolidation,B3, 60 months,Verified,50000,0.2281,233.69,0.1171,10575,24,12603,2021,11,November,4,Middle Income,Moderate Interest,High DTI,Early Career
1057314,Florida,INDIVIDUAL,3 years,"Multivista, Fl Dba Premium Documentation",B,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1288878,Debt consolidation,B4, 60 months,Verified,66000,0.0896,495.19,0.1242,35000,17,27335,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,Early Career
770922,Texas,INDIVIDUAL,4 years,Georgia-Pacific Gypsum,B,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",972650,Debt consolidation,B4, 60 months,Verified,60000,0.1654,549.69,0.1149,25000,34,32318,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Mid Career
879330,North Carolina,INDIVIDUAL,5 years,Ply Gem,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1094097,Debt consolidation,B5, 60 months,Verified,92000,0.1641,515.16,0.1269,22800,23,28808,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Mid Career
1042101,New York,INDIVIDUAL,6 years,Wiedenbach-Brown,B,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1272375,Debt consolidation,B2, 60 months,Verified,83496,0.14,627.64,0.1065,29100,23,33186,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Experienced
767189,Michigan,INDIVIDUAL,6 years,Detroit Public Schools,B,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",968239,Debt consolidation,B4, 60 months,Verified,84000,0.1549,473.29,0.1149,28000,34,27866,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Experienced
1029654,West Virginia,INDIVIDUAL,7 years,Trex Inc.,B,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1259037,Debt consolidation,B3, 60 months,Verified,45000,0.0611,441.97,0.1171,20000,15,23391,2021,11,November,4,Middle Income,Moderate Interest,Low DTI,Experienced
1048949,Washington,INDIVIDUAL,7 years,Sterling Savings Bank,B,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1280339,Debt consolidation,B3, 60 months,Verified,78000,0.1663,773.44,0.1171,35000,37,40978,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Experienced
854646,Arkansas,INDIVIDUAL,7 years,Cerner,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1066909,Debt consolidation,B3, 60 months,Verified,78804,0.2965,297.81,0.1099,13700,45,16666,2021,11,November,4,Upper Middle Income,Moderate Interest,Very High DTI,Experienced
871941,Florida,INDIVIDUAL,7 years,Mastec Advanced Technologies,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1086105,Debt consolidation,B5, 60 months,Verified,57000,0.1855,444.79,0.1199,20000,11,24886,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Experienced
861770,Florida,INDIVIDUAL,8 years,United Police Fcu,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1074687,Debt consolidation,B3, 60 months,Verified,62000,0.2145,413.02,0.1099,19000,21,23116,2021,11,November,4,Upper Middle Income,Moderate Interest,High DTI,Experienced
1001480,North Carolina,INDIVIDUAL,9 years,Nc Department Of Crime Control & Public,B,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1227071,Debt consolidation,B2, 60 months,Verified,61900,0.1892,582.35,0.1065,27000,26,31349,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Experienced
873167,North Carolina,INDIVIDUAL,9 years,The Home Depot,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1087405,Debt consolidation,B5, 60 months,Verified,73000,0.2121,467.59,0.1199,28000,25,26146,2021,11,November,4,Upper Middle Income,Moderate Interest,High DTI,Experienced
1029623,Virginia,INDIVIDUAL,< 1 year,Truland Systems Corporation,B,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1259001,Debt consolidation,B4, 60 months,Verified,101000,0.1875,786.01,0.1242,35000,41,41648,2021,11,November,4,High Income,High Interest,Moderate DTI,Long Term Employee
981817,Pennysylvania,INDIVIDUAL,1 year,Sapa Extrusions,B,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1204993,Debt consolidation,B5, 60 months,Verified,52500,0.2007,534.93,0.1269,23675,41,29375,2021,11,November,4,Middle Income,High Interest,High DTI,New Employee
851196,Ohio,INDIVIDUAL,3 years,Rafter Equipment Corp.,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1063098,Debt consolidation,B4, 60 months,Verified,100000,0.1589,561.44,0.1242,25000,36,30862,2021,11,November,4,High Income,High Interest,Moderate DTI,Early Career
892029,New Mexico,INDIVIDUAL,5 years,Best Buy,B,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1108899,Debt consolidation,B4, 60 months,Verified,42996,0.1142,75.24,0.1242,3350,19,4322,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Mid Career
870636,California,INDIVIDUAL,7 years,Performance Mechanical,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1084672,Debt consolidation,B4, 60 months,Verified,91000,0.1087,485.38,0.1149,28000,26,27103,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Experienced
984182,Texas,INDIVIDUAL,9 years,Austin Independent School District,B,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1207369,Debt consolidation,B1, 60 months,Verified,49000,0.1697,356.21,0.0991,16800,37,19590,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Experienced
977281,Nevada,INDIVIDUAL,2 years,"Southwest Technical Solutions, Inc.",B,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1200062,Debt consolidation,B5, 60 months,Verified,55000,0.0897,289.22,0.1269,12800,18,15898,2021,11,November,4,Middle Income,High Interest,Low DTI,Early Career
856139,Illonois,INDIVIDUAL,5 years,Southern Illinios University,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1068453,Debt consolidation,B4, 60 months,Verified,68004,0.1994,518.91,0.1149,23600,33,29020,2021,11,November,4,Upper Middle Income,Moderate Interest,Moderate DTI,Mid Career
1044134,California,INDIVIDUAL,2 years,Spiro Moss Llp,B,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1274477,Debt consolidation,B5, 60 months,Verified,180000,0.0677,542.28,0.1269,24000,19,28692,2021,11,November,4,High Income,High Interest,Low DTI,Early Career
994632,Florida,INDIVIDUAL,4 years,Rrd Partners,C,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1219074,Debt consolidation,C2, 60 months,Verified,54000,0.1811,134.6,0.1427,5750,32,7256,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Mid Career
772289,Alabama,INDIVIDUAL,5 years,"Digium, Inc",C,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",974206,Debt consolidation,C2, 60 months,Verified,70000,0.1073,437.09,0.1349,19000,15,25731,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Mid Career
974186,Texas,INDIVIDUAL,5 years,Srf,C,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1196228,Debt consolidation,C2, 60 months,Verified,85000,0.1348,514.99,0.1427,22000,37,28314,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Mid Career
1035442,Florida,INDIVIDUAL,8 years,Henry Schein,C,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1265069,Debt consolidation,C2, 60 months,Verified,35000,0.2321,271.54,0.1427,11600,14,14369,2021,11,November,4,Middle Income,High Interest,High DTI,Experienced
861528,Colorado,INDIVIDUAL,< 1 year,Bross Group,C,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1074430,Debt consolidation,C1, 60 months,Verified,62400,0.1381,480.56,0.1299,21125,15,26863,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
829225,Illonois,INDIVIDUAL,< 1 year,Kishwaukee Community Hospital,C,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1019809,Debt consolidation,C1, 60 months,Verified,102000,0.1814,518.66,0.1299,22800,54,29532,2021,11,November,4,High Income,High Interest,Moderate DTI,Long Term Employee
985275,Florida,INDIVIDUAL,< 1 year,Directions For Mental Health,C,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1208971,Debt consolidation,C2, 60 months,Verified,180000,0.0969,304.32,0.1427,13000,27,16699,2021,11,November,4,High Income,High Interest,Low DTI,Long Term Employee
745888,Virginia,INDIVIDUAL,1 year,Lewis Creative Technologies,C,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",944522,Debt consolidation,C4, 60 months,Verified,45000,0.2384,254.56,0.1479,10750,28,14999,2021,11,November,4,Middle Income,High Interest,High DTI,New Employee
963769,Kansas,INDIVIDUAL,6 years,Denton Auto Salvage,C,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1184520,Debt consolidation,C3, 60 months,Verified,60000,0.1544,472.14,0.1465,20000,12,25966,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Experienced
891918,California,INDIVIDUAL,7 years,Eastern Municipal Water District,C,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1108780,Debt consolidation,C1, 60 months,Verified,57500,0.111,368.08,0.1349,16000,13,20216,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Experienced
1017853,Colorado,INDIVIDUAL,7 years,Quaker Sales And Distribution,C,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1246046,Debt consolidation,C3, 60 months,Verified,60000,0.123,306.89,0.1465,13000,11,16263,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Experienced
1056133,Ohio,INDIVIDUAL,7 years,Whirlpool Corporation,C,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1287708,Debt consolidation,C3, 60 months,Verified,36000,0.1863,424.92,0.1465,18000,19,22519,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Experienced
812051,Wisconsin,INDIVIDUAL,7 years,"Grygiel Farms, Inc.",C,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1019160,Debt consolidation,C3, 60 months,Verified,82420,0.2054,234.96,0.1399,14000,41,13379,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Experienced
1038060,Nevada,INDIVIDUAL,7 years,Mgm Resorts Aviation,C,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1267974,Debt consolidation,C5, 60 months,Verified,61000,0.2052,388.75,0.1596,16000,27,20553,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Experienced
800472,Texas,INDIVIDUAL,2 years,Ewing Autohaus,C,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1005810,Debt consolidation,C2, 60 months,Verified,75000,0.1786,276.06,0.1349,12000,21,15987,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Early Career
